10108,40.653819,-74.174462|
10109,40.768655,-73.799914|
10110,40.612457,-74.210896|
10111,40.524563,-74.223914|
10112,40.619587,-73.977229|
10113,40.643138,-73.977785|
10114,40.712488,-73.735898|
10115,40.805851,-74.227687|
10116,40.913748,-73.741277|
10117,40.75142,-73.723589 |
10118,40.893755,-74.219149|
10119,40.595843,-73.713072|
10120,40.82646,-74.073625 |
10121,40.491267,-73.860905|
10122,40.795228,-73.908147|
10123,40.865043,-73.831024|
10124,40.777837,-73.762226|
10125,40.621492,-73.758618|
10126,40.916073,-73.752169|
10127,40.484094,-73.808818|
10128,40.885987,-73.902073|
10129,40.73971,-73.762666 |
10130,40.655615,-74.233504|
10131,40.882673,-74.239854|
10132,40.708096,-74.227878|
10133,40.556795,-73.922111|
10134,40.556953,-74.047548|
10135,40.880214,-73.88365 |
10136,40.779639,-74.111234|
10137,40.76812,-73.7722   |
10138,40.815153,-74.251413|
10139,40.897577,-74.070637|
10140,40.577491,-74.074305|
10141,40.888059,-73.876282|
10142,40.654111,-74.203696|
10143,40.812055,-73.943977|
10144,40.641605,-73.715387|
10145,40.499168,-73.936321|
10146,40.756088,-73.770246|
10147,40.531468,-74.067236|
10148,40.690253,-74.017853|
10149,40.585098,-74.128729|
10150,40.501368,-74.2475  |
10151,40.868495,-74.005901|
10152,40.634233,-74.210411|
10153,40.601897,-74.195585|
10154,40.898145,-73.788534|
10155,40.86806,-73.951783 |
10156,40.557097,-74.233443|
10157,40.782534,-73.87484 |
10158,40.482515,-74.140949|
10159,40.735083,-73.87577 |
10160,40.788052,-74.021757|
10161,40.568048,-74.134041|
10162,40.866805,-73.912644|
10163,40.515049,-73.945875|
10164,40.854319,-73.855254|
10165,40.738145,-73.938491|
10166,40.697735,-74.225186|
10167,40.682134,-74.16431 |
10168,40.857823,-74.087274|
10169,40.549576,-74.161859|
10170,40.533592,-74.036381|
10171,40.63515,-74.194331 |
10172,40.904164,-73.732386|
10173,40.484682,-73.723   |
10174,40.819464,-73.980944|
10175,40.708641,-73.807522|
10176,40.747718,-74.191445|
10177,40.751215,-74.002677|
10178,40.744501,-73.891107|
10179,40.741122,-74.089188|
10180,40.552524,-74.222541|
10181,40.881354,-74.234714|
10182,40.714214,-73.828721|
10183,40.801412,-73.817154|
10184,40.499539,-74.128942|
10185,40.552026,-73.830062|
10186,40.628121,-74.234053|
10187,40.653621,-74.246805|
10188,40.819373,-74.169303|
10189,40.711628,-73.783034|
10190,40.846041,-73.911754|
10191,40.479235,-74.013436|
10192,40.547724,-74.203818|
10193,40.882631,-74.255279|
10194,40.903796,-74.060182|
10195,40.636198,-73.949414|
10196,40.642494,-74.221442|
10197,40.886743,-74.158895|
10198,40.71262,-73.789508 |
10199,40.536306,-73.789095|
10200,40.880383,-73.865006|
10201,40.513709,-74.206149|
10202,40.69456,-73.99008  |
10203,40.747983,-73.986554|
10204,40.89068,-74.167535 |
10205,40.899613,-73.839252|
10206,40.798273,-73.724809|
10207,40.864971,-74.041803|
10208,40.72316,-73.707708 |
10209,40.627375,-74.142578|
10210,40.579179,-73.966638|
10211,40.63164,-74.122089 |
10212,40.698576,-74.186557|
10213,40.632766,-73.873126|
10214,40.563186,-73.789136|
10215,40.508072,-73.951671|
10216,40.762577,-74.170523|
10217,40.513216,-73.710154|
10218,40.858556,-73.884813|
10219,40.48758,-74.15474  |
10220,40.604587,-74.065153|
10221,40.731984,-73.725994|
10222,40.627017,-73.864929|
10223,40.70193,-73.872075 |
10224,40.498019,-73.981545|
10225,40.838708,-73.713054|
10226,40.698239,-73.900946|
10227,40.594859,-73.850858|
10228,40.732934,-73.707256|
10229,40.769811,-73.800304|
10230,40.824488,-73.879872|
10231,40.478119,-73.950699|
10232,40.490133,-73.701328|
10233,40.613707,-73.805784|
10234,40.653226,-74.010695|
10235,40.672544,-73.97356 |
10236,40.837306,-74.213823|
10237,40.50905,-73.985963 |
10238,40.816693,-73.757547|
10239,40.699024,-74.215551|
10240,40.743668,-73.709743|
10241,40.850338,-73.875258|
10242,40.778603,-74.079512|
10243,40.526791,-74.24529 |
10244,40.817739,-74.015922|
10245,40.539778,-73.775749|
10246,40.551766,-73.956377|
10247,40.496456,-73.792706|
10248,40.726831,-73.862617|
10249,40.701975,-73.952867|
10250,40.785899,-74.253867|
10251,40.85205,-74.126806 |
10252,40.896889,-73.995204|
10253,40.651283,-74.030037|
10254,40.724694,-73.799928|
10255,40.591418,-74.15746 |
10256,40.854409,-73.713175|
10257,40.765009,-73.91014 |
10258,40.900708,-74.17989 |
10259,40.518531,-73.916787|
10260,40.52302,-73.885142 |
10261,40.657915,-74.003465|
10262,40.729329,-74.03069 |
10263,40.879964,-74.020261|
10264,40.621638,-74.158763|
10265,40.692909,-74.088651|
10266,40.835173,-74.000051|
10267,40.824619,-73.734648|
10268,40.656744,-73.703128|
10269,40.549802,-74.24564 |
10270,40.636366,-73.78264 |
10271,40.53305,-73.980432 |
10272,40.816736,-74.109428|
10273,40.583229,-73.854648|
10274,40.710975,-73.75681 |
10275,40.532538,-74.215368|
10276,40.485272,-73.914673|
10277,40.807442,-73.980436|
10278,40.497819,-74.072462|
10279,40.688061,-74.002417|
10280,40.879328,-74.196672|
10281,40.797528,-74.187757|
10282,40.77382,-74.008801 |
10283,40.911086,-74.065157|
10284,40.708182,-74.171151|
10285,40.632003,-73.742631|
10286,40.914463,-73.979979|
10287,40.733239,-74.092012|
10288,40.63542,-73.852588 |
10289,40.631709,-73.869758|
10290,40.815283,-73.777515|
10291,40.677807,-73.947386|
10292,40.751746,-74.165314|
10293,40.803444,-74.128801|
10294,40.613685,-73.790079|
10295,40.625864,-74.231526|
10296,40.810822,-74.038563|
10297,40.552552,-74.033335|
10298,40.916345,-73.985   |
10299,40.777311,-74.234222|
10300,40.528385,-74.059115|
10301,40.727486,-73.925116|
10302,40.590324,-73.88932 |
10303,40.51926,-74.142632 |
10304,40.716117,-74.070408|
10305,40.507402,-74.214511|
10306,40.627788,-73.860139|
10307,40.632334,-74.213874|
10308,40.594807,-73.867374|
10309,40.765115,-73.945566|
10310,40.694114,-74.144076|
10311,40.869538,-73.970495|
10312,40.759576,-73.948713|
10313,40.637686,-73.729607|
10314,40.881821,-74.225411|
10315,40.795679,-74.178854|
10316,40.499047,-74.077985|
10317,40.801756,-73.8585  |
10318,40.807223,-73.902355|
10319,40.797588,-74.001616|
10320,40.598927,-74.132181|
10321,40.573695,-74.119062|
10322,40.903249,-73.999261|
10323,40.728964,-73.755725|
10324,40.891753,-74.247101|
10325,40.849746,-74.194059|
10326,40.889813,-74.252272|
10327,40.665617,-73.874813|
10328,40.506227,-73.803508|
10329,40.60069,-74.17281  |
10330,40.641799,-74.160938|
10331,40.715758,-74.004603|
10332,40.617117,-73.780473|
10333,40.847298,-74.156528|
10334,40.589804,-73.856361|
10335,40.633849,-73.957004|
10336,40.832867,-73.755419|
10337,40.851159,-73.99965 |
10338,40.696241,-73.853568|
10339,40.894134,-73.787633|
10340,40.822381,-73.87664 |
10341,40.795958,-74.110417|
10342,40.873546,-73.776512|
10343,40.7779,-74.008035  |
10344,40.777667,-73.911699|
10345,40.752899,-73.832063|
10346,40.85956,-73.728379 |
10347,40.725583,-74.2065  |
10348,40.629707,-74.043045|
10349,40.866257,-74.224877|
10350,40.839918,-73.941018|
10351,40.503201,-73.992392|
10352,40.778063,-74.187881|
10353,40.837765,-73.892693|
10354,40.867191,-73.769334|
10355,40.790875,-73.729756|
10356,40.662813,-74.191953|
10357,40.636877,-74.131078|
10358,40.704349,-73.980511|
10359,40.684999,-73.825484|
10360,40.620761,-74.107733|
10361,40.784064,-73.925186|
10362,40.815316,-73.955303|
10363,40.909914,-74.000412|
10364,40.688685,-73.980978|
10365,40.517017,-73.860251|
10366,40.702106,-74.239459|
10367,40.910803,-74.063067|
10368,40.478292,-74.158929|
10369,40.686956,-74.062035|
10370,40.660992,-73.715153|
10371,40.787316,-74.031907|
10372,40.574158,-74.2151  |
10373,40.844803,-74.254055|
10374,40.571596,-74.093033|
10375,40.752037,-73.73153 |
10376,40.896328,-74.154423|
10377,40.483753,-73.90823 |
10378,40.610424,-73.716002|
10379,40.886493,-74.081866|
10380,40.605971,-73.734527|
10381,40.667947,-74.140204|
10382,40.626159,-73.787242|
10383,40.826728,-73.903088|
10384,40.881379,-74.127446|
10385,40.609355,-73.926398|
10386,40.859338,-73.772247|
10387,40.897661,-74.109629|
10388,40.762629,-74.1143  |
10389,40.725605,-73.983122|
10390,40.849757,-74.189991|
10391,40.815869,-73.782428|
10392,40.883125,-74.122052|
10393,40.791821,-73.820607|
10394,40.507277,-73.808215|
10395,40.759261,-73.887753|
10396,40.616441,-73.915619|
10397,40.906689,-73.986874|
10398,40.828519,-73.953726|
10399,40.885654,-73.776387|
10400,40.615839,-73.921763|
10401,40.678315,-73.835703|
10402,40.780825,-73.733277|
10403,40.746863,-73.930931|
10404,40.566663,-74.177098|
10405,40.658436,-73.719239|
10406,40.780951,-73.701728|
10407,40.887228,-74.008095|
10408,40.67938,-74.251228 |
10409,40.60856,-73.90731  |
10410,40.820173,-74.247262|
10411,40.895303,-73.910678|
10412,40.834684,-73.74017 |
10413,40.564135,-73.814523|
10414,40.656498,-73.746272|
10415,40.68409,-74.063741 |
10416,40.810076,-74.186477|
10417,40.536992,-74.160188|
10418,40.828525,-73.807766|
10419,40.711546,-74.024606|
10420,40.691468,-74.022193|
10421,40.84461,-73.946194 |
10422,40.496282,-73.862221|
10423,40.685308,-73.91973 |
10424,40.712347,-73.929893|
10425,40.786253,-74.211064|
10426,40.507065,-73.882959|
10427,40.612133,-74.137851|
10428,40.644478,-73.927575|
10429,40.482014,-73.732219|
10430,40.824735,-73.910882|
10431,40.832636,-73.727518|
10432,40.528368,-74.186123|
10433,40.529658,-73.92381 |
10434,40.900736,-73.866067|
10435,40.49936,-73.820697 |
10436,40.518812,-73.791089|
10437,40.733002,-73.952478|
10438,40.902636,-74.186448|
10439,40.894308,-74.020833|
10440,40.685404,-74.007175|
10441,40.595328,-74.170208|
10442,40.768963,-74.22871 |
10443,40.904113,-73.717548|
10444,40.714902,-73.769263|
10445,40.843907,-74.021732|
10446,40.916072,-74.197806|
10447,40.589316,-73.81411 |
10448,40.504199,-73.913537|
10449,40.870261,-73.984117|
10450,40.866109,-74.07893 |
10451,40.895268,-74.145604|
10452,40.88841,-73.793946 |
10453,40.706528,-74.033217|
10454,40.686772,-73.860129|
10455,40.596495,-74.22013 |
10456,40.623657,-73.715223|
10457,40.527187,-73.756733|
10458,40.905205,-73.738126|
10459,40.654979,-73.866808|
10460,40.752075,-73.773242|
10461,40.514966,-73.702884|
10462,40.658021,-74.221277|
10463,40.9025,-74.01323   |
10464,40.91407,-73.908029 |
10465,40.856905,-73.989644|
10466,40.539749,-74.167488|
10467,40.569133,-74.096262|
10468,40.522572,-73.963557|
10469,40.871382,-74.164343|
10470,40.562158,-74.087263|
10471,40.567541,-74.205794|
10472,40.686836,-73.987233|
10473,40.740675,-73.820863|
10474,40.705142,-74.16443 |
10475,40.833514,-73.870728|
10476,40.481043,-73.837375|
10477,40.88776,-74.060702 |
10478,40.478283,-73.875   |
10479,40.87558,-73.82061  |
10480,40.756025,-74.046144|
10481,40.890647,-74.193285|
10482,40.687402,-73.84361 |
10483,40.649472,-74.233685|
10484,40.528577,-73.897651|
10485,40.648548,-74.221788|
10486,40.47883,-73.744927 |
10487,40.543178,-73.932952|
10488,40.906224,-74.029399|
10489,40.768709,-74.083795|
10490,40.561351,-73.859943|
10491,40.738987,-74.255846|
10492,40.826947,-74.136503|
10493,40.648749,-73.939904|
10494,40.643023,-74.06875 |
10495,40.512278,-73.805889|
10496,40.790058,-73.718318|
10497,40.847346,-73.768291|
10498,40.906047,-73.753786|
10499,40.809109,-74.100084|
10500,40.613612,-73.92644 |
10501,40.803433,-74.088175|
10502,40.702417,-73.932537|
10503,40.57638,-73.797256 |
10504,40.646917,-73.838702|
10505,40.59064,-74.13511  |
10506,40.54989,-73.99746  |
10507,40.900416,-73.859078|
10508,40.756208,-73.934026|
10509,40.747144,-73.885791|
10510,40.683237,-73.772861|
10511,40.630184,-73.842032|
10512,40.876671,-74.071595|
10513,40.822267,-74.200109|
10514,40.91092,-74.204979 |
10515,40.540463,-73.711056|
10516,40.598009,-73.803817|
10517,40.856707,-73.887349|
10518,40.570191,-74.054364|
10519,40.633557,-73.967453|
10520,40.884364,-73.906544|
10521,40.53638,-73.960486 |
10522,40.547602,-73.839331|
10523,40.863574,-74.13234 |
10524,40.689847,-74.222222|
10525,40.820037,-74.229914|
10526,40.803834,-73.736708|
10527,40.880508,-74.059464|
10528,40.865808,-74.061994|
10529,40.744743,-74.002694|
10530,40.64783,-73.77706  |
10531,40.823308,-73.972571|
10532,40.651618,-73.74077 |
10533,40.848445,-74.005925|
10534,40.546534,-74.203903|
10535,40.581209,-73.859202|
10536,40.620461,-73.710977|
10537,40.646798,-74.070309|
10538,40.672462,-73.87077 |
10539,40.895536,-73.91954 |
10540,40.622367,-74.189187|
10541,40.653097,-73.719074|
10542,40.57459,-74.020759 |
10543,40.70046,-73.704895 |
10544,40.608203,-73.787497|
10545,40.663658,-73.746575|
10546,40.681225,-74.110299|
10547,40.912798,-73.712858|
10548,40.781083,-73.998611|
10549,40.566078,-73.903332|
10550,40.699643,-74.18718 |
10551,40.830782,-73.776294|
10552,40.565165,-73.742968|
10553,40.767384,-74.086103|
10554,40.785846,-74.243919|
10555,40.854886,-74.233522|
10556,40.848508,-74.034925|
10557,40.527686,-74.243939|
10558,40.52346,-73.772959 |
10559,40.741272,-74.154125|
10560,40.897445,-73.988403|
10561,40.52871,-74.025641 |
10562,40.55455,-74.157186 |
10563,40.597845,-74.038795|
10564,40.742954,-73.900088|
10565,40.767629,-73.834949|
10566,40.762982,-73.973794|
10567,40.83779,-74.084372 |
10568,40.873019,-74.10285 |
10569,40.548734,-73.721178|
10570,40.67113,-73.889979 |
10571,40.564796,-73.945686|
10572,40.600962,-74.123705|
10573,40.847714,-74.25241 |
10574,40.905412,-73.854861|
10575,40.835097,-73.917456|
10576,40.664274,-74.231818|
10577,40.78826,-74.18334  |
10578,40.6106,-74.239576  |
10579,40.795958,-74.110255|
10580,40.732921,-73.774004|
10581,40.840881,-74.20453 |
10582,40.669885,-73.702904|
10583,40.644936,-74.133185|
10584,40.587316,-73.926474|
10585,40.510414,-73.835889|
10586,40.559167,-73.901636|
10587,40.857985,-73.898816|
10588,40.66865,-73.724522 |
10589,40.56682,-74.193971 |
10590,40.498502,-73.784717|
10591,40.553923,-73.933981|
10592,40.704256,-73.733069|
10593,40.767886,-74.203787|
10594,40.793936,-74.122879|
10595,40.779013,-73.99331 |
10596,40.478391,-74.151694|
10597,40.481872,-73.839673|
10598,40.830537,-73.927557|
10599,40.525369,-73.782228|
10600,40.745795,-74.196711|
10601,40.693802,-74.231476|
10602,40.646687,-73.755458|
10603,40.769686,-74.245087|
10604,40.643424,-73.981234|
10605,40.554325,-73.826513|
10606,40.777446,-73.885344|
10607,40.710681,-73.960514|
10608,40.59119,-73.873507 |
10609,40.723747,-73.968505|
10610,40.909181,-73.968719|
10611,40.777893,-73.86581 |
10612,40.698628,-73.918355|
10613,40.478427,-73.91285 |
10614,40.681842,-74.087888|
10615,40.624881,-73.986127|
10616,40.796074,-73.730949|
10617,40.613884,-73.765737|
10618,40.797521,-74.18038 |
10619,40.640694,-74.124781|
10620,40.49608,-73.99576  |
10621,40.842855,-74.09135 |
10622,40.775675,-73.91534 |
10623,40.764823,-73.976354|
10624,40.496979,-73.784114|
10625,40.770431,-73.819751|
10626,40.902568,-73.713722|
10627,40.867184,-73.899884|
10628,40.513983,-73.928283|
10629,40.710566,-73.721653|
10630,40.6534,-74.252378  |
10631,40.831444,-73.850394|
10632,40.502618,-74.158673|
10633,40.523296,-74.115551|
10634,40.564514,-74.006642|
10635,40.609201,-73.894481|
10636,40.675627,-73.925171|
10637,40.543229,-74.250121|
10638,40.778836,-74.080106|
10639,40.621698,-73.715272|
10640,40.565331,-74.178452|
10641,40.592803,-73.737171|
10642,40.861297,-73.724733|
10643,40.888709,-74.252971|
10644,40.650965,-73.865   |
10645,40.889441,-74.111642|
10646,40.513951,-73.95237 |
10647,40.677438,-73.816926|
10648,40.862996,-73.780849|
10649,40.508821,-74.18714 |
10650,40.91247,-74.235926 |
10651,40.580994,-73.922426|
10652,40.581729,-73.982249|
10653,40.828435,-74.069396|
10654,40.745666,-74.11619 |
10655,40.770471,-73.990823|
10656,40.479001,-73.921687|
10657,40.548228,-74.154839|
10658,40.658398,-73.893864|
10659,40.589381,-74.112153|
10660,40.742638,-73.766999|
10661,40.864331,-74.086616|
10662,40.510917,-74.141888|
10663,40.729304,-74.006419|
10664,40.75966,-74.043281 |
10665,40.844608,-74.16682 |
10666,40.703637,-73.937723|
10667,40.648614,-73.952825|
10668,40.536049,-74.162055|
10669,40.570028,-73.897255|
10670,40.881783,-73.778961|
10671,40.523137,-73.849448|
10672,40.811207,-73.825466|
10673,40.617128,-74.159504|
10674,40.679382,-73.800638|
10675,40.868491,-74.068761|
10676,40.720396,-73.962061|
10677,40.541815,-74.201519|
10678,40.875687,-73.996804|
10679,40.745062,-73.95434 |
10680,40.634863,-74.224631|
10681,40.699192,-74.170284|
10682,40.513667,-73.798573|
10683,40.674761,-73.982748|
10684,40.604615,-73.885042|
10685,40.76428,-73.76536  |
10686,40.801102,-74.251891|
10687,40.588621,-74.126359|
10688,40.670583,-74.243987|
10689,40.49109,-73.933362 |
10690,40.486387,-74.057634|
10691,40.583247,-74.18033 |
10692,40.554993,-74.02801 |
10693,40.799225,-73.974691|
10694,40.814784,-73.940629|
10695,40.794821,-74.0477  |
10696,40.897818,-73.973068|
10697,40.76989,-74.135318 |
10698,40.558739,-73.803103|
10699,40.544987,-74.250676|
10700,40.648044,-74.223877|
10701,40.660572,-74.177107|
10702,40.883485,-73.946944|
10703,40.786799,-73.753043|
10704,40.66217,-74.127618 |
10705,40.845923,-74.131589|
10706,40.776755,-74.002826|
10707,40.872566,-73.970526|
10708,40.590306,-74.048931|
10709,40.832548,-73.992128|
10710,40.802304,-73.993872|
10711,40.615514,-73.711392|
10712,40.682836,-73.951077|
10713,40.813478,-74.005953|
10714,40.624428,-73.849164|
10715,40.794087,-73.729375|
10716,40.846663,-74.058872|
10717,40.858847,-73.933549|
10718,40.674497,-73.766883|
10719,40.907892,-73.766566|
10720,40.912428,-73.956266|
10721,40.49743,-73.726882 |
10722,40.57676,-74.037986 |
10723,40.734811,-74.05806 |
10724,40.817443,-73.847628|
10725,40.708663,-73.818287|
10726,40.794172,-74.241042|
10727,40.574563,-73.993096|
10728,40.782823,-73.749381|
10729,40.525883,-73.764531|
10730,40.626441,-74.152534|
10731,40.706778,-74.151189|
10732,40.878188,-73.802362|
10733,40.586913,-73.835439|
10734,40.480761,-73.922835|
10735,40.817456,-74.221679|
10736,40.822393,-74.044918|
10737,40.71062,-73.747493 |
10738,40.76765,-74.173823 |
10739,40.812818,-74.257191|
10740,40.616992,-74.065223|
10741,40.735221,-74.157789|
10742,40.665014,-74.185065|
10743,40.58018,-74.101747 |
10744,40.590265,-73.813113|
10745,40.693987,-73.993048|
10746,40.74,-73.736909    |
10747,40.620503,-73.796998|
10748,40.517249,-73.807626|
10749,40.702867,-73.719188|
10750,40.782954,-74.022743|
10751,40.725436,-74.051066|
10752,40.66389,-73.943037 |
10753,40.718853,-73.97913 |
10754,40.700657,-74.218182|
10755,40.677692,-73.882302|
10756,40.805495,-74.007345|
10757,40.886187,-73.938959|
10758,40.661044,-73.756052|
10759,40.607362,-73.757666|
10760,40.654271,-73.832458|
10761,40.85143,-74.08308  |
10762,40.756874,-74.139418|
10763,40.817385,-73.715181|
10764,40.697067,-74.13481 |
10765,40.501269,-74.239672|
10766,40.87668,-73.965717 |
10767,40.710152,-73.723668|
10768,40.860895,-73.969925|
10769,40.544299,-73.82125 |
10770,40.855099,-73.842011|
10771,40.804468,-73.774374|
10772,40.541164,-74.037694|
10773,40.502991,-74.105415|
10774,40.898709,-74.019267|
10775,40.695792,-74.002527|
10776,40.853575,-74.254038|
10777,40.773888,-73.844871|
10778,40.87897,-73.991463 |
10779,40.51644,-73.928997 |
10780,40.679615,-74.201662|
10781,40.516415,-74.253848|
10782,40.852528,-73.800217|
10783,40.898712,-73.825901|
10784,40.698689,-73.78415 |
10785,40.703096,-73.931708|
10786,40.564175,-74.255568|
10787,40.643019,-74.075075|
10788,40.684436,-73.840469|
10789,40.894265,-73.74042 |
10790,40.655858,-73.825073|
10791,40.892911,-73.771695|
10792,40.792251,-74.013303|
10793,40.547792,-73.830817|
10794,40.536907,-74.02387 |
10795,40.818831,-74.203612|
10796,40.639948,-73.966214|
10797,40.66035,-74.182178 |
10798,40.821714,-73.998125|
10799,40.710614,-73.783376|
10800,40.85724,-74.052309 |
10801,40.814753,-73.91957 |
10802,40.535305,-74.121272|
10803,40.569339,-73.864465|
10804,40.679802,-74.201053|
10805,40.538204,-74.250349|
10806,40.54234,-73.981207 |
10807,40.5458,-73.932722  |
10808,40.886826,-73.784778|
10809,40.801131,-74.195467|
10810,40.869565,-74.153108|
10811,40.815754,-73.779202|
10812,40.517277,-73.867503|
10813,40.624251,-73.736417|
10814,40.665765,-73.844826|
10815,40.63662,-73.706188 |
10816,40.784184,-73.892612|
10817,40.751093,-74.092686|
10818,40.792826,-74.013592|
10819,40.878773,-73.853202|
10820,40.582134,-73.903816|
10821,40.709627,-74.245698|
10822,40.792292,-74.026254|
10823,40.81564,-74.035284 |
10824,40.831746,-73.933237|
10825,40.641205,-74.082404|
10826,40.653194,-73.931072|
10827,40.643722,-73.886917|
10828,40.543582,-74.139037|
10829,40.845837,-74.195431|
10830,40.736161,-74.0793  |
10831,40.897086,-73.924639|
10832,40.836548,-73.84307 |
10833,40.900907,-74.017921|
10834,40.817683,-74.009184|
10835,40.575757,-73.93598 |
10836,40.693186,-74.044057|
10837,40.693753,-74.18937 |
10838,40.481373,-73.738032|
10839,40.543974,-74.248736|
10840,40.649416,-73.876632|
10841,40.612647,-73.860886|
10842,40.828142,-73.720209|
10843,40.655271,-74.214271|
10844,40.732973,-73.982065|
10845,40.700004,-73.730017|
10846,40.895371,-73.757991|
10847,40.902452,-74.208018|
10848,40.618041,-73.805403|
10849,40.765366,-73.771107|
10850,40.61706,-73.76366  |
10851,40.616344,-74.004206|
10852,40.780114,-74.082845|
10853,40.528313,-73.881166|
10854,40.824965,-74.212404|
10855,40.649417,-73.719405|
10856,40.605508,-73.941629|
10857,40.681747,-74.22192 |
10858,40.844661,-74.074023|
10859,40.772238,-73.741051|
10860,40.601743,-74.246183|
10861,40.619878,-73.870391|
10862,40.896077,-74.124798|
10863,40.531183,-74.150764|
10864,40.787633,-73.712053|
10865,40.79347,-74.088327 |
10866,40.759788,-74.203046|
10867,40.592572,-73.829127|
10868,40.849011,-73.835099|
10869,40.741474,-74.186271|
10870,40.75186,-74.096832 |
10871,40.899804,-74.144684|
10872,40.72097,-73.791302 |
10873,40.81276,-74.202763 |
10874,40.491813,-73.82035 |
10875,40.803173,-74.180576|
10876,40.79651,-73.787335 |
10877,40.559728,-74.130684|
10878,40.788551,-73.735056|
10879,40.763456,-73.782917|
10880,40.515735,-73.940249|
10881,40.547467,-73.841448|
10882,40.80428,-73.703333 |
10883,40.588374,-74.142981|
10884,40.574609,-73.787794|
10885,40.809406,-73.881075|
10886,40.849725,-74.071068|
10887,40.696275,-74.199764|
10888,40.813461,-73.866334|
10889,40.823616,-74.101213|
10890,40.691011,-74.096312|
10891,40.635156,-73.796995|
10892,40.868876,-74.037467|
10893,40.842827,-73.867659|
10894,40.487702,-73.864604|
10895,40.605594,-73.786101|
10896,40.67441,-74.15358  |
10897,40.870986,-73.930302|
10898,40.483549,-74.209341|
10899,40.780679,-74.152065|
10900,40.712063,-74.213535|
10901,40.879528,-73.943056|
10902,40.626773,-74.181799|
10903,40.700911,-73.774605|
10904,40.609171,-74.224377|
10905,40.714918,-73.867833|
10906,40.800929,-73.954882|
10907,40.846401,-73.778539|
10908,40.61882,-73.9982   |
10909,40.797135,-73.876092|
10910,40.810217,-74.015573|
10911,40.529307,-74.09695 |
10912,40.860616,-73.728861|
10913,40.69927,-74.104943 |
10914,40.670574,-74.147452|
10915,40.616686,-73.966975|
10916,40.661787,-74.141643|
10917,40.529305,-74.093532|
10918,40.830573,-73.757302|
10919,40.529618,-73.74393 |
10920,40.488779,-74.164021|
10921,40.726918,-74.160012|
10922,40.5299,-73.844963  |
10923,40.634868,-73.89475 |
10924,40.620683,-73.796022|
10925,40.734582,-74.054012|
10926,40.800411,-74.254965|
10927,40.775969,-73.700894|
